0.49,0.16,7,3,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,1.0,0.06,0.18,0.47, 0.8487095002745745
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,1.0,0.06,0.18,0.47, 0.7694835680751173
0.3,0.11,7,5,0.29,0.4,0.42,0.24,0.86,0.7,0.7,0.9,0.49,0.65,0.92,0.33,0.18,0.47, 0.5840961098398169
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.28,0.39,0.7,0.01,0.49,0.36,1.0,0.06,0.18,0.47, 0.6985262245340268
0.49,0.16,7,5,0.29,0.4,0.6,0.24,0.23,0.39,0.7,0.49,0.49,0.1,0.75,0.29,0.18,0.94, 0.9002229654403568
0.49,0.29,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,1.0,0.06,0.18,0.47, 0.5472033624312965
0.49,0.16,7,12,0.29,0.4,0.23,0.24,0.68,0.39,0.7,0.9,0.49,0.78,0.75,0.06,0.18,0.76, 0.8866877971473851
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.36,1.0,0.69,0.18,0.47, 0.8507157464212679
0.49,0.27,13,12,0.02,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.42,0.36,1.0,0.06,0.18,0.48, 0.8318713450292399
0.49,0.16,7,1,0.29,0.4,0.42,0.24,0.86,0.91,0.7,0.38,0.49,0.36,0.75,0.06,0.33,0.47, 0.4728682170542635
0.49,0.99,7,4,0.29,0.4,0.75,0.24,0.86,0.79,0.69,0.77,0.49,0.65,0.92,0.07,0.18,0.47, 1.046701692936369
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,1.0,0.06,0.18,0.47, 0.4424538545059718
