0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.812966150315548
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.19,0.65,0.75,0.06,0.18,0.47, 0.8627808136004859
0.88,0.11,7,5,0.01,0.4,0.3,0.24,0.28,0.7,0.19,0.9,0.49,0.65,0.75,0.14,0.6,0.47, 0.9248826291079811
0.49,0.16,11,12,0.29,0.4,0.42,0.24,0.23,0.39,0.39,0.9,0.49,0.65,0.75,0.06,0.18,0.43, 0.7507759155803849
0.49,0.16,7,5,0.92,0.4,0.3,0.24,0.23,0.39,0.7,0.49,0.49,0.1,0.75,0.29,0.59,0.47, 0.8378541289933694
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.6,0.7,0.9,0.49,0.65,0.55,0.06,0.18,0.27, 0.8277153558052435
0.49,0.16,7,12,0.81,0.4,0.56,0.24,0.23,0.39,0.7,0.9,0.83,0.65,0.26,0.32,0.18,0.76, 0.8753865182436611
0.74,0.1,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.19,0.18,0.47, 0.9023297491039427
0.49,0.62,13,12,0.02,0.4,0.3,0.24,0.5,0.91,0.7,0.38,0.68,0.65,0.75,0.06,0.33,0.99, 0.7855855855855856
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.8658088235294118
0.49,0.99,3,8,0.07,0.4,0.3,0.24,0.76,0.79,0.93,0.77,0.71,0.65,0.75,0.07,0.18,0.73, 0.883424408014572
0.49,0.16,7,12,0.29,0.79,0.42,0.24,0.23,0.39,0.7,0.6,0.22,0.65,0.75,0.06,0.18,0.47, 0.8580134064594759
