0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,1.0,0.06,0.18,0.47, 0.768897149938042
0.49,0.16,7,12,0.29,0.4,0.42,0.21,0.86,0.39,0.7,0.9,0.49,0.36,0.75,0.06,0.18,0.47, 0.9680911680911682
0.3,0.11,7,5,0.29,0.4,0.42,0.24,0.28,0.7,0.7,0.9,0.49,0.65,0.39,0.33,0.18,0.47, 0.6253387533875338
0.49,0.16,7,12,0.29,0.4,0.3,0.24,0.96,0.39,0.19,0.9,0.49,0.36,0.75,0.06,0.18,0.47, 0.8600105652403592
0.49,0.16,7,5,0.29,0.4,0.6,0.24,0.23,0.39,0.7,0.49,0.49,0.1,0.75,0.29,0.18,0.94, 0.4738015607580825
0.49,0.16,7,12,0.92,0.4,0.42,0.24,0.86,0.12,0.7,0.9,0.49,0.36,0.75,0.06,0.59,0.47, 0.7704309063893016
0.49,0.16,7,12,0.29,0.4,0.23,0.24,0.23,0.39,0.7,0.9,0.49,0.78,0.75,0.06,0.18,0.76, 1.1962643678160918
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,0.26,0.06,0.18,0.47, 0.7076622742801367
0.49,0.27,13,12,0.02,0.4,0.42,0.24,0.86,0.91,0.7,0.38,0.42,0.36,0.75,0.06,0.33,0.47, 0.5852112676056338
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.5,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.99, 0.9031360647445624
0.49,0.99,7,4,0.29,0.4,0.75,0.24,0.86,0.79,0.93,0.77,0.49,0.65,0.92,0.07,0.18,0.47, 0.6267387944358579
0.49,0.16,3,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.98,0.49,0.36,0.75,0.06,0.18,0.47, 0.8424036281179138
