0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.8607476635514019
0.49,0.16,7,12,0.29,0.4,0.3,0.41,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.8739076154806491
0.88,0.11,11,5,0.01,0.4,0.3,0.24,0.23,0.7,0.19,0.9,0.49,0.65,0.75,0.14,0.6,0.43, 0.8864306784660766
0.49,0.16,7,12,0.29,0.42,0.3,0.04,0.29,0.39,0.7,0.9,0.49,0.63,0.42,0.06,0.18,0.47, 0.7764505119453924
0.49,0.16,7,5,0.35,0.4,0.3,0.24,0.23,0.6,0.7,0.49,0.49,0.1,0.75,0.29,0.59,0.27, 0.7715491259795056
0.49,0.35,7,12,0.29,0.4,0.3,0.24,0.23,0.39,0.04,0.9,0.49,0.93,0.75,0.06,0.18,0.47, 0.9019230769230769
0.74,0.1,7,12,0.81,0.4,0.56,0.24,0.23,0.39,0.7,0.9,0.83,0.65,0.26,0.32,0.18,0.76, 0.8886883273164862
0.49,0.16,7,12,0.29,0.4,0.3,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.8125376732971669
0.49,0.62,13,12,0.02,0.4,0.3,0.24,0.46,0.91,0.7,0.38,0.68,0.65,0.75,0.06,0.33,0.99, 0.7768719806763286
0.49,0.16,7,12,0.29,0.38,0.3,0.24,0.23,0.39,0.7,0.83,0.49,0.65,0.75,0.06,0.18,0.47, 0.8556166056166056
0.49,0.99,3,8,0.07,0.79,0.3,0.24,0.76,0.79,0.93,0.6,0.71,0.65,0.75,0.07,0.18,0.73, 0.7864779874213838
0.71,0.16,7,12,0.29,0.4,0.3,0.16,0.23,0.39,0.7,0.9,0.49,0.49,0.38,0.06,0.18,0.47, 0.8592870544090055
