0.59, 0.35, 7, 3, 0.42, 0.97, 0.09, 0.92, 0.48, 0.21, 0.79, 0.2, 0.71, 0.94, 0.38, 0.53, 0.32, 0.34, 0.7402135231316725
0.15, 0.91, 4, 12, 0.94, 0.97, 0.09, 0.39, 0.24, 0.22, 0.1, 0.81, 0.21, 0.99, 0.88, 0.23, 0.28, 0.04, 0.7994490358126721
0.21, 0.94, 5, 3, 0.27, 0.01, 0.31, 0.35, 0.48, 0.43, 0.52, 0.76, 0.16, 0.57, 0.4, 0.95, 0.05, 0.89, 0.831855791962175
0.17, 0.22, 3, 15, 0.67, 0.18, 0.24, 0.75, 0.13, 0.64, 0.9, 0.01, 0.99, 0.66, 0.28, 0.39, 0.51, 0.54, 0.8682896379525594
0.98, 0.89, 9, 14, 0.5, 0.61, 0.74, 0.81, 0.79, 0.23, 0.03, 0.13, 0.89, 0.05, 0.51, 0.82, 1.0, 0.87, 0.8260105448154657
0.87, 0.09, 9, 1, 0.74, 0.6, 0.0, 0.5, 0.38, 0.29, 0.09, 0.59, 0.51, 0.74, 0.35, 0.93, 0.76, 0.72, 0.8671003717472118
0.18, 0.47, 12, 15, 0.26, 0.24, 0.43, 0.32, 0.32, 0.55, 0.27, 0.64, 0.78, 0.24, 0.93, 0.64, 0.62, 0.42, 0.787292817679558
0.06, 0.48, 11, 6, 0.62, 0.18, 0.95, 0.09, 0.99, 0.67, 0.33, 0.48, 0.36, 0.77, 0.03, 0.43, 0.21, 0.91, 0.827250608272506
0.53, 0.53, 7, 5, 0.03, 0.52, 0.88, 0.54, 0.11, 0.95, 0.16, 0.55, 0.3, 0.12, 0.79, 0.65, 0.32, 0.95, 0.7613019891500904
0.14, 0.08, 11, 5, 0.78, 0.26, 0.57, 0.31, 0.77, 0.4, 0.23, 0.42, 0.99, 0.07, 0.34, 0.3, 0.59, 0.75, 0.8769470404984424
0.57, 0.29, 9, 1, 0.89, 0.41, 0.69, 1.0, 0.79, 0.35, 0.09, 0.12, 0.35, 0.75, 0.58, 0.26, 0.81, 0.44, 0.8479477611940299
0.61, 0.67, 5, 11, 0.88, 0.62, 0.66, 0.87, 0.54, 0.29, 0.34, 0.51, 0.67, 0.67, 0.2, 0.92, 0.02, 0.69, 0.8135220125786163
