0.49,0.16,7,12,0.29,0.4,0.3,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.35, 0.8608562691131497
0.49,0.16,7,4,0.29,0.4,0.3,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.35, 0.8482905982905983
0.49,0.11,11,5,0.01,0.42,0.46,0.04,0.29,0.7,0.19,0.9,0.49,0.63,0.75,0.14,0.6,0.43, 0.7119531731361676
0.79,0.16,7,12,0.29,0.4,0.3,0.24,0.74,0.39,0.7,0.3,0.24,0.65,0.75,0.06,0.18,0.35, 1.0030807147258163
0.49,0.35,1,5,0.35,0.4,0.3,0.24,0.23,0.6,0.04,0.31,0.33,0.1,0.75,0.29,0.16,0.27, 0.8428659286592866
0.49,0.16,7,12,0.29,0.4,0.3,0.24,0.86,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.35, 0.8437691835481891
0.74,0.04,6,12,0.81,0.4,0.56,0.33,0.21,0.39,0.7,0.65,0.83,0.65,0.26,0.32,0.18,0.76, 1.0320048309178744
0.49,0.16,7,12,0.29,0.4,0.3,0.24,0.23,0.39,0.72,0.9,0.91,0.65,0.75,0.06,0.88,0.35, 0.9028553693358162
0.49,0.62,13,12,0.02,0.4,0.3,0.24,0.46,0.91,0.59,0.38,0.68,0.51,0.75,0.06,0.18,0.99, 0.8043478260869565
0.49,0.16,7,12,0.29,0.93,0.3,0.24,0.29,0.39,0.7,0.9,0.49,0.65,0.82,0.66,0.06,0.35, 0.6753894080996886
0.71,0.99,3,8,0.23,0.79,0.14,0.16,0.76,0.79,0.93,0.6,0.71,0.49,0.75,0.07,0.18,0.73, 0.8138166047087979
0.49,0.16,7,12,0.95,0.4,0.3,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.22,0.35, 0.8805031446540882
