0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.36,0.75,0.06,0.18,0.47, 0.7583036773428233
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.6710449503794513
0.3,0.11,7,5,0.29,0.4,0.3,0.24,0.28,0.7,0.19,0.9,0.49,0.65,0.75,0.33,0.18,0.47, 0.8442226255293406
0.49,0.16,7,12,0.01,0.4,0.42,0.24,0.86,0.39,0.21,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.6697080291970803
0.49,0.16,7,5,0.92,0.4,0.6,0.24,0.23,0.39,0.7,0.49,0.49,0.1,0.75,0.29,0.59,0.94, 0.8825187969924811
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.39,0.7,0.9,0.49,0.65,0.68,0.06,0.18,0.47, 0.844869459623558
0.49,0.16,7,12,0.29,0.4,0.23,0.24,0.23,0.39,0.7,0.9,0.49,0.78,0.26,0.06,0.18,0.76, 0.7745277269957344
0.49,0.16,7,12,0.81,0.32,0.42,0.24,0.86,0.39,0.7,0.9,0.83,0.65,0.75,0.06,0.18,0.47, 0.8327272727272726
0.49,0.77,13,12,0.02,0.4,0.42,0.24,0.5,0.91,0.7,0.38,0.42,0.65,0.75,0.06,0.33,0.99, 0.921855921855922
0.49,0.16,7,12,0.29,0.4,0.42,0.24,0.86,0.47,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.47, 0.8783721993598537
0.49,0.99,3,4,0.29,0.4,0.42,0.24,0.86,0.79,0.93,0.77,0.49,0.65,0.92,0.07,0.18,0.47, 0.6209536307961505
0.49,0.16,7,10,0.29,0.4,0.42,0.24,0.23,0.39,0.7,0.9,0.49,0.65,0.75,0.06,0.18,0.73, 0.7833092833092833
