0.58,0.59,5,12,0.82,0.22,0.76,0.76,0.07,0.36,0.89,0.34,0.02,0.76,0.95,0.72,0.75,0.11,0.1,0.45,0.16,0.93,0.28, 0.7142857142857143
0.58,0.59,10,5,0.82,0.52,0.71,0.71,0.96,0.06,0.89,0.28,0.07,0.91,0.95,0.72,0.6,0.11,0.1,0.45,0.16,0.93,0.28, 0.7258566978193146
0.18,0.59,10,5,0.04,0.38,0.35,0.71,0.41,0.36,0.89,0.28,0.21,0.91,0.38,0.84,0.9,0.11,0.78,0.43,0.37,0.86,0.7, 0.669139465875371
0.58,0.83,5,9,0.91,0.22,0.81,0.07,0.07,0.48,0.73,0.34,0.21,0.02,0.93,0.84,0.6,0.11,0.41,0.4,0.7,0.89,0.47, 0.7263759086188992
0.05,0.59,10,1,0.5,0.16,0.56,0.49,0.9,0.06,0.51,0.28,0.37,0.2,0.38,0.27,0.6,0.11,0.33,0.08,0.76,0.46,0.44, 0.8045977011494253
0.18,0.59,10,5,0.04,0.38,0.35,0.71,0.41,0.36,0.89,0.28,0.21,0.91,0.38,0.84,0.9,0.47,0.78,0.43,0.37,0.86,0.7, 0.6547619047619048
0.26,0.83,10,4,0.59,0.2,0.82,0.71,0.07,0.14,0.89,0.28,0.02,0.76,0.38,0.54,0.3,0.89,0.28,0.38,0.05,0.94,0.72, 0.7542087542087543
0.18,0.59,5,5,0.04,0.38,0.35,0.76,0.41,0.36,0.89,0.53,0.21,0.91,0.11,0.84,0.9,0.11,0.78,0.43,0.37,0.86,0.7, 0.693422519509476
0.58,0.59,10,5,0.82,0.52,0.71,0.71,0.96,0.06,0.63,0.28,0.07,0.91,0.95,0.84,0.6,0.11,0.1,0.45,0.16,0.93,0.28, 0.7577319587628866
0.18,0.59,10,5,0.04,0.38,0.35,0.71,0.41,0.36,0.89,0.28,0.21,0.91,0.38,0.02,0.9,0.11,0.78,0.43,0.37,0.86,0.7, 0.7386489479512734
0.58,0.83,5,9,0.91,0.38,0.81,0.07,0.07,0.48,0.47,0.34,0.21,0.02,0.38,0.84,0.9,0.11,0.41,0.4,0.7,0.89,0.47, 0.739648033126294
0.18,0.59,10,4,0.04,0.22,0.35,0.71,0.41,0.36,0.89,0.28,0.21,0.91,0.93,0.84,0.6,0.11,0.78,0.43,0.37,0.86,0.7, 0.7442622950819672
