0.85,0.72,14,8,0.02,0.53,0.8,0.5,0.23,0.74,0.34,0.62,0.57,0.8,0.31,0.58,0.08,0.06,0.77,0.88,0.43,0.17,0.15, 0.4268426842684268
0.32,0.88,10,8,0.2,0.55,0.61,0.07,0.25,0.66,0.13,0.67,0.57,0.15,0.3,0.55,0.36,0.04,0.92,0.17,0.51,0.7,0.12, 0.6606359649122807
0.32,0.78,5,15,0.2,0.3,0.61,0.26,0.98,0.04,0.25,0.67,0.57,0.53,0.03,0.55,0.71,0.06,0.09,0.59,0.75,0.08,0.98, 0.7619047619047619
0.06,0.88,10,8,0.8,0.55,0.01,0.07,0.25,0.66,0.13,0.62,0.57,0.15,0.3,0.01,0.36,0.04,0.92,0.17,0.51,0.7,0.12, 0.7545045045045046
0.32,0.5,14,8,0.02,0.97,0.68,0.99,0.39,0.74,0.25,0.48,0.03,0.41,0.3,0.54,0.88,0.06,0.77,0.8,0.13,0.69,0.78, 0.6290849673202614
0.82,0.88,10,9,0.2,0.55,0.61,0.07,0.25,0.66,0.13,0.67,0.57,0.15,0.11,0.55,0.36,0.04,0.92,0.17,0.51,0.7,0.12, 0.8457446808510639
0.32,0.71,7,9,0.2,0.3,0.56,0.12,0.88,0.66,0.13,0.05,0.4,0.3,0.93,0.54,0.52,0.77,0.53,0.25,0.52,0.05,0.65, 0.6272630457933972
0.58,0.88,10,8,0.2,0.55,0.61,0.07,0.25,0.75,0.52,0.67,0.57,0.15,0.3,0.55,0.36,0.04,0.92,0.17,0.51,0.7,0.12, 0.726304579339723
0.32,0.72,10,9,0.2,0.3,0.69,0.34,0.88,0.11,0.13,0.11,0.72,0.64,0.61,0.55,0.08,0.78,0.64,0.5,0.53,0.75,0.82, 0.6644144144144145
0.32,0.88,14,8,0.85,0.55,0.61,0.9,0.25,0.66,0.29,0.67,0.57,0.15,0.3,0.41,0.36,0.04,0.92,0.17,0.51,0.7,0.12, 0.7168874172185431
0.22,0.14,10,3,0.02,0.78,0.76,0.54,0.62,0.59,0.25,0.51,0.77,0.12,0.11,1.0,0.36,0.24,0.76,0.1,0.83,0.46,0.89, 0.7598870056497176
0.32,0.88,14,8,0.2,0.55,0.12,0.07,0.25,0.66,0.13,0.67,0.48,0.15,0.3,0.55,0.52,0.04,0.92,0.17,0.51,0.7,0.12, 0.760204081632653
