0.8,0.7,1,1,0.35,0.21,0.65,0.4,0.73,0.6,0.9,1.0,0.8,0.35,0.74,0.05,0.85,0.25,0.35,0.25,0.25,0.65,0.05, 0.7335456475583864
0.65,0.9,1,1,0.15,0.2,0.2,0.7,0.2,0.3,0.05,0.95,0.95,0.08,0.3,0.5,0.75,0.55,0.9,0.35,0.1,0.35,0.15, 0.7083333333333334
0.8,0.85,8,1,0.6,0.35,0.45,0.45,0.85,0.75,0.9,0.85,0.05,0.35,0.05,0.05,0.55,0.65,0.55,0.9,0.55,0.5,0.35, 0.6793743890518084
0.8,0.85,8,1,0.51,0.35,0.45,0.45,0.85,0.75,0.9,0.85,0.05,0.35,0.05,0.05,0.55,0.65,0.55,0.9,0.55,0.5,0.35, 0.6666666666666666
0.8,0.85,8,1,0.6,0.72,0.45,0.45,0.85,0.75,0.9,0.85,0.05,0.35,0.05,0.05,0.55,0.65,0.55,0.9,0.55,0.5,0.35, 0.5874741200828156
0.8,0.85,8,1,0.6,0.35,0.45,0.45,0.85,0.75,0.9,0.85,0.13,0.35,0.05,0.05,0.55,0.65,0.55,0.9,0.55,0.5,0.35, 0.6983870967741937
0.8,0.7,1,1,0.35,0.21,0.65,0.4,0.73,0.6,0.9,1.0,0.8,0.35,0.74,0.05,0.85,0.25,0.35,0.25,0.25,0.65,0.05, 0.6501650165016503
0.65,0.9,1,1,0.15,0.2,0.2,0.7,0.2,0.3,0.05,0.95,0.95,0.08,0.3,0.5,0.75,0.55,0.9,0.35,0.1,0.35,0.15, 0.7290988056460369
0.65,0.85,8,1,0.6,0.35,0.85,0.6,0.75,0.75,0.9,0.85,0.75,0.45,0.55,0.8,0.1,0.7,0.15,0.75,0.45,1.0,0.0, 0.6563573883161512
0.6,0.55,10,1,0.55,0.05,0.45,1.0,0.45,0.7,0.45,0.85,0.95,0.65,0.75,0.95,0.7,0.55,0.2,0.35,0.4,0.5,0.0, 0.6552287581699346
0.8,0.9,8,1,0.6,0.35,0.2,0.36,0.2,0.3,0.05,0.95,0.05,0.08,0.3,0.5,0.75,0.55,0.9,0.35,0.1,0.35,0.15, 0.7270299145299145
0.6,0.85,8,1,0.6,0.35,0.45,0.45,0.85,0.75,0.55,0.85,0.99,0.87,0.05,0.68,0.55,0.65,0.55,0.9,0.55,0.5,0.35, 0.6727777777777778
