0.7,0.95,3,1,0.5,0.95,0.9,0.16,0.8,0.25,0.3,0.25,0.4,0.1,0.35,0.85,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.6620689655172414
0.7,0.95,3,1,0.5,0.95,0.9,0.25,0.8,0.25,0.3,0.6,0.65,0.1,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7697072072072073
0.7,0.95,3,1,0.5,0.95,0.9,0.16,0.8,0.25,0.3,0.25,0.4,0.1,0.35,0.85,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7596899224806202
0.7,0.95,3,1,0.5,0.95,0.9,0.25,0.8,0.25,0.3,0.6,0.65,0.1,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.773927392739274
0.35,0.95,1,1,0.5,0.95,0.9,0.25,0.8,0.6,0.3,0.25,0.4,0.3,0.35,0.55,0.4,0.63,0.95,0.35,0.7,0.95,0.25, 0.6389776357827476
0.35,0.95,1,1,0.5,0.95,0.9,0.16,0.8,0.6,0.3,0.25,0.4,0.3,0.35,0.55,0.4,0.05,0.95,0.35,0.7,0.95,0.25, 0.5600877192982456
0.35,0.95,3,1,0.0,0.95,0.25,0.25,0.58,0.25,0.3,0.25,0.65,0.3,0.35,0.08,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.6717861205915813
0.21,0.95,1,1,0.5,0.95,0.9,0.25,0.8,0.6,0.3,0.25,0.4,0.3,0.35,0.55,0.4,0.05,0.95,0.35,0.7,0.95,0.25, 0.8022988505747127
0.35,0.85,0,1,0.5,0.8,0.25,0.85,0.45,0.6,0.35,0.45,0.65,0.3,0.65,0.85,0.4,0.85,0.4,0.95,0.9,0.8,0.55, 0.7906712172923777
0.65,0.95,1,1,0.65,0.95,0.9,0.25,0.74,0.25,0.3,0.25,0.4,1.0,0.35,0.55,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.6626712328767123
0.9,0.95,1,1,0.5,0.95,0.15,0.15,0.9,0.6,0.3,0.25,0.65,0.08,0.35,0.55,0.4,0.05,0.95,0.35,0.7,0.95,0.25, 0.6379690949227373
0.35,0.4,1,1,0.5,0.95,0.9,0.25,0.8,0.6,0.3,0.15,0.4,0.3,0.35,0.55,0.4,0.85,0.95,0.35,0.7,0.95,0.25, 0.6470588235294117
