0.95,0.85,7,1,0.0,0.4,0.25,1.0,0.5,0.5,0.7,0.6,0.65,0.1,0.1,0.85,0.35,0.05,0.3,0.7,0.95,0.15,0.5, 0.6910299003322259
0.45,0.75,3,1,0.3,0.5,0.85,0.55,0.7,0.45,0.4,0.85,0.35,0.15,0.9,0.5,0.05,0.25,0.5,0.95,0.55,0.4,0.0, 0.7442244224422442
0.45,0.75,3,1,0.3,0.5,0.85,0.55,0.7,0.45,0.4,0.85,0.35,0.15,0.9,0.5,0.05,0.25,0.5,0.95,0.55,0.4,0.0, 0.6566666666666667
0.7,0.95,3,1,0.5,0.04,0.9,0.25,0.8,0.25,0.3,0.25,0.4,0.3,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7653288740245262
0.7,0.95,3,1,0.5,0.95,0.9,0.25,0.8,0.25,0.3,0.35,0.4,0.3,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7424242424242423
0.7,0.95,3,1,0.8,0.2,0.9,0.95,0.8,0.5,0.3,0.25,0.4,0.3,0.95,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7729885057471263
0.7,0.95,3,1,0.5,0.95,0.9,0.25,0.8,0.25,0.3,0.25,0.4,0.3,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.6057173678532902
0.1,0.7,3,1,0.35,0.2,0.9,0.25,0.8,0.25,0.3,0.65,0.4,0.3,0.35,0.9,0.1,0.1,0.95,0.35,0.7,0.95,0.25, 0.7643865363735071
0.7,0.95,3,1,0.5,0.95,0.9,0.25,0.8,0.5,0.3,0.25,0.4,0.09,0.35,0.9,0.35,0.05,0.95,0.35,0.7,0.95,0.25, 0.6688034188034188
0.7,0.4,3,1,0.5,0.95,0.9,0.25,0.8,0.5,0.3,0.25,0.4,0.9,0.35,0.9,0.1,0.05,0.95,0.35,0.7,0.95,0.25, 0.7213459516298634
0.7,0.95,6,1,0.5,0.95,0.05,0.65,0.45,0.25,0.7,0.25,0.4,0.47,0.9,0.2,0.4,0.05,0.85,0.9,0.9,0.0,0.2, 0.7956621004566209
0.6,0.3,0,1,0.25,0.2,0.55,0.95,0.05,0.0,0.25,0.0,0.85,0.4,0.65,0.2,0.4,0.85,0.25,0.6,0.9,0.3,0.15, 0.735
